publisher,ID_Nicolas,product_url,title,title 1,title 1 1,title1.0,title1.0 2,title 2,title2,N_volume,product_id,n_reprint,price_full,price_actual,release_date,author,Disegnatore,pages,size,size 2,contents,binding,colors,isbn,genere,description,img_file,details_volume
jpop,,https://www.j-pop.it/dengeki-travellers/5269-dengeki-travellers-002.html,Dengeki Travellers 002,Dengeki Travellers,Dengeki Travellers,Dengeki Travellers,,2,dengekitravellers002,2,5269,1,5.90,5.90,,Hajime Segawa,Toshinori Okazaki,0,,,,,,9788834902028,"Action, Drama, sci-fi","Una fulminante miniserie piena di azione e misteri dall'autore di Ga-Rei e Tokyo ESP! Il liceale Kiriharu è dotato della capacità di immagazzinare nel suo corpo l’energia elettrica e di rilasciarla con effetti devastanti. Un giorno nella sua classe si trasferisce una ragazza enigmatica con la sua stessa abilità, legata a un’organizzazione segreta con mire poco chiare…",https://www.j-pop.it/5152-thickbox_default/dengeki-travellers-002.jpg,
jpop,,https://www.j-pop.it/rikudo/5268-rikudo-018.html,Rikudo 018,Rikudo,Rikudo,Rikudo,,18,rikudo018,18,5268,1,6.00,6.00,,Toshimitsu Matsubara,,182,,,,,,9788834902172,"Seinen, Sport, Drama","Come un K.O. inaspettato e violento, anche questo nuovo volume colpisce duro! Riku sta scoprendo che sul ring incontrerà altri come lui, disposti a tutto per vincere e brutali anche quando l'incontro non lo richiede. La sua motivazione sarà abbastanza forte?",https://www.j-pop.it/5151-thickbox_default/rikudo-018.jpg,
jpop,,https://www.j-pop.it/danmachi-sword-oratoria/5267-danmachi-sword-oratoria-011.html,Danmachi Sword Oratoria 011,Danmachi Sword Oratoria,Danmachi Sword Oratoria,Danmachi Sword Oratoria,,11,danmachiswordoratoria011,11,5267,1,5.90,5.90,,Fujino Omori,Takashi Yagi,0,,,,,,9788834902004,"Fantasy, Shonen, Danmachi","L'attesissimo spin-off di Danmachi, con protagoniste le più forti guerrieri della serie! Dopo lo scontro quasi fatale del cinquantanovesimo piano, la Familia Loki risale al diciottesimo. Ais sta riposando, quando si ritrova davanti Bell ricoperto di ferite. Il party del ragazzo non ha avuto altra scelta se non quella di scendere all'Under Resort. Nel vedere Ais prendersi cura di loro, Lefiya arde di gelosia...",https://www.j-pop.it/5150-thickbox_default/danmachi-sword-oratoria-011.jpg,
jpop,,https://www.j-pop.it/la-principessa-zaffiro/5266-la-principessa-zaffiro-002.html,La Principessa Zaffiro 002,La Principessa Zaffiro,La Principessa Zaffiro,La Principessa Zaffiro,,2,laprincipessazaffiro002,2,5266,1,12.00,12.00,,Osamu Tezuka,,0,,,,,,9788834901243,"Shojo, Fantasy, Avventura, Osamu Tezuka","Zaffiro, principessa nata con un cuore di ragazzo e uno di ragazza, vive una doppia vita: eroico principe erede di Silverland e bella principessa innamorata di un nobile del regno vicino. Tra complotti demoniaci, streghe e angioletti dispettosi, la principessa Zaffiro è ancora oggi una lettura emozionante e irrinunciabile.",https://www.j-pop.it/5149-thickbox_default/la-principessa-zaffiro-002.jpg,
jpop,,https://www.j-pop.it/escape-journey/5265-escape-journey-003.html,Escape Journey 003,Escape Journey,Escape Journey,Escape Journey,,3,escapejourney003,3,5265,1,6.90,6.90,,Ogeretsu Tanaka,,0,,,,,,9788834902691,yaoi,"All'università Naoto incontra inaspettatamente il suo ex ragazzo Taichi, che vedeva la loro storia come ""puramente fisica"". Naoto prova rancore verso di lui, ma a poco a poco si ammorbidisce quando si accorge che Taichi è maturato rispetto ai tempi del liceo. Una storia d'amore sofferta, che mostra come due perfetti amici possano essere una pessima coppia. ",https://www.j-pop.it/5148-thickbox_default/escape-journey-003.jpg,
jpop,,https://www.j-pop.it/l-ombra-venuta-dal-tempo/5264-l-ombra-venuta-dal-tempo-002.html,L'Ombra Venuta dal Tempo 002,L'Ombra Venuta dal Tempo,L'Ombra Venuta dal Tempo,L'Ombra Venuta dal Tempo,,2,l'ombravenutadaltempo002,2,5264,1,6.90,6.90,,Howard Phillip Lovecraft,Gou Tanabe,0,,,,,,9788834902325,"Seinen, Horror, Lovecraft","Dopo il successo de Il Mastino, Il Colore Venuto dallo Spazio, L’Abitatore del Buio e Le Montagne della Follia, il grande Gou Tanabe affronta un nuovo adattamento manga dall'opera di H.P. Lovecraft. L'incontro tra la geniale visione nell'abisso dell'orrore da parte di Lovecraft e l'elegante e magnetico storytelling visivo del maestro Tanabe continua a dimostrarsi fortunatissimo.",https://www.j-pop.it/5147-thickbox_default/l-ombra-venuta-dal-tempo-002.jpg,
jpop,,https://www.j-pop.it/radiation-house/5263-radiation-house-005.html,Radiation House 005,Radiation House,Radiation House,Radiation House,,5,radiationhouse005,5,5263,1,6.50,6.50,,Tomohiro Yokumato,Taishi Mori,0,,,,,,9788834902844,Drama,"Naoki Fujimoto, un ragazzo di tredici anni, viene portato d'urgenza in pronto soccorso, ma solo per constatare la morte ormai avvenuta. Onodera, il capo dei tecnici di radiologia, consiglia ai genitori di sottoporre il corpo a una serie di esami diagnostici post mortem, per indagare con più precisione sulle cause del decesso. Tuttavia i due non sembrano intenzionati ad accettare...",https://www.j-pop.it/5146-thickbox_default/radiation-house-005.jpg,
jpop,,https://www.j-pop.it/l-eroe-e-morto/5262-l-eroe-e-morto-017.html,L'Eroe è Morto! 017,L'Eroe è Morto!,L'Eroe è Morto!,L'Eroe è Morto!,,17,l'eroeèmorto!017,17,5262,1,6.00,6.00,,Subaruichi,,0,,,,,,9788834902790,"Fantasy, Seinen, Comedy","L'esercito di liberazione è giunto alla sala del trono, dove ad aspettarlo c'è Rakvart, il re negromante. Mentre coloro che lo sfidano periscono uno dopo l'altro, Fried e sua sorella Anri, in possesso del cadavere del re dei demoni, decidono di affrontarlo. Chi vincerà questa sfida negromantica?!",https://www.j-pop.it/5145-thickbox_default/l-eroe-e-morto-017.jpg,
jpop,,https://www.j-pop.it/radiant/5260-radiant-012.html,Radiant 012,Radiant,Radiant,Radiant,,12,radiant012,12,5260,1,7.90,7.90,,Tony Valente,,184,,,,,,9788834903315,"Fantasy, Shonen, Action, Drama","Il fenomenale euromanga di Tony Valente, autore ammirato da Hiro Mashima (Fairy Tale) e Yusuke Murata (One-Punch Man), prosegue con un nuovo attesissimo volume! La sparizione dei Nemesis di Hameline dall'Artemis porta Seth verso la città di Bôme, sede dell'Inquisizione. Continua l'Arco dei Domitor!",https://www.j-pop.it/5142-thickbox_default/radiant-012.jpg,
jpop,,https://www.j-pop.it/marginal/5259-marginal-003.html,Marginal 003,Marginal,Marginal,Marginal,,3,marginal003,3,5259,1,12.50,12.50,,Moto Hagio,,0,,,,,,9788834900512,"Shojo, sci-fi, Classici, Moto Hagio","L’umanità è stata sconvolta da un’apocalisse biochimica che ha cancellato il genere femminile dalla faccia della Terra. Poche città abitate esclusivamente da uomini resistono ancora, trascinandosi nei secoli grazie ai geni di un’unica donna sopravvissuta da cui, in laboratorio, vengono generati nuovi bambini. Uno status quo che viene spazzato via da un oscuro complotto che farà intrecciare le storie di tre uomini perduti in un mondo che cerca di non morire…",https://www.j-pop.it/5141-thickbox_default/marginal-003.jpg,
jpop,,https://www.j-pop.it/love-stage/5258-love-stage-002.html,Love Stage! 002,Love Stage!,Love Stage!,Love Stage!,,2,lovestage!002,2,5258,1,6.90,6.90,,Eiki Eiki,Taishi Zaou,192,,,,,,9788834902837,yaoi,"Izumi, otaku con il sogno di diventare mangaka, è l'unico membro banale di una famiglia di artisti. Il destino ha voluto che rincontrasse il popolare attore Ryoma Ichijo. Mosso a pietà dalla sua dichiarazione d'amore, Izumi accetta di diventare suo amico. Tuttavia, con il passare del tempo l'intimità tra i due ragazzi aumenta sempre di più. Che sia l'inizio di una storia d'amore?!",https://www.j-pop.it/5140-thickbox_default/love-stage-002.jpg,
jpop,,https://www.j-pop.it/innocent/5257-innocent-rouge-011.html,Innocent Rouge 011,Innocent Rouge,Innocent Rouge,Innocent Rouge,,11,innocentrouge011,11,5257,1,6.00,6.00,,"ShinIchi Sakamoto""",,200,,,,,,9788834902776,"Storico, Drammatico","Luigi XVI pianifica di scappare dalla Francia, abbandonando il popolo. Sotto la guida di Fersen, la famiglia reale lascia il palazzo delle Tuileries, ma i preparativi per il viaggio tradiscono uno sfarzo che poco si addice a una fuga. Marie, accortasi di quanto sta accadendo, si avvicina al cocchio con a bordo i reali, ma...",https://www.j-pop.it/5139-thickbox_default/innocent-rouge-011.jpg,
jpop,,https://www.j-pop.it/innocent/5255-innocent-rouge-010.html,Innocent Rouge 010,Innocent Rouge,Innocent Rouge,Innocent Rouge,,10,innocentrouge010,10,5255,1,6.00,6.00,,"ShinIchi Sakamoto""",,200,,,,,,9788834901465,"Storico, Drammatico","Rivoluzione Francese. Charles-Henri, il primogenito della famiglia Sanson, domina su Parigi quale capofamiglia del casato dei boia, mentre la sorella minore Marie-Josèphe ha vissuto in libertà lavorando come angelo della morte a Versailles, finché non perde il suo primo amore, Alain, ucciso dall’arroganza della nobiltà. Innocent Rouge, il capitolo della rivoluzione cremisi che cambierà il futuro!",https://www.j-pop.it/5137-thickbox_default/innocent-rouge-010.jpg,
jpop,,https://www.j-pop.it/your-name-kimi-no-na-wa/5253-your-name-another-side-earthbound-il-manga-box.html,Your Name - Another Side: Earthbound - il manga BOX,Your Name - Another Side: Earthbound - il manga BOX,Your Name - Another Side: Earthbound - il manga BOX,Your Name - Another Side: Earthbound - il manga,,,yourname-anotherside:earthbound-ilmangabox,,5253,1,13.00,13.00,,"Makoto Shinkai, Arata Kanoh",Jyunya Nakamura,0,,,,,,9788834901335,"Shonen, Drama, Makoto Shinkai, your name.","Taki, studente di Tokyo, nei suoi sogni si scambia di corpo con Mitsuha, una liceale che vive in campagna. Il ragazzo si abitua gradualmente alla nuova vita, sempre più incuriosito dalla proprietaria del corpo. Ma Taki non è l'unico a sperimentare qualcosa di nuovo: cosa penseranno gli amici e i familiari della ragazza di fronte ai suoi comportamenti bizzarri?",https://www.j-pop.it/5135-thickbox_default/your-name-another-side-earthbound-il-manga-box.jpg,BOX
jpop,,https://www.j-pop.it/osamushi-collection/5252-cavie-umane.html,Cavie Umane,Cavie Umane,Cavie Umane,Cavie Umane,,,cavieumane,,5252,1,14.00,14.00,,Osamu Tezuka,,490,,,,,,9788834902813,Osamu Tezuka,"Mostruosi esperimenti alieni, rese dei conti in famiglia, complotti criminali e pozioni: Cavie Umane è una raccolta di racconti esplosiva frutto della sperimentazione dei generi più diversi del Dio del manga, che si diverte con la sua passione per il pulp.",https://www.j-pop.it/5134-thickbox_default/cavie-umane.jpg,
jpop,,https://www.j-pop.it/009-recyborg/5251-009-recyborg-002.html,009 Re:Cyborg,009 Re:Cyborg,009 Re:Cyborg,009 Re:Cyborg,,,009re:cyborg002,2,5251,1,6.90,6.90,,Shotaro Ishinomori,,0,,,,,,9788834902424,"Action, sci-fi","I nove supermagnifici cyborg tornano con un restyle moderno in una miniserie da sei volumi inediti! Si fanno sempre più consistenti i dubbi su un coinvolgimento indiretto dell'NSA, l'agenzia per la quale lavora Jet, negli attacchi terroristici avvenuti in tutto il mondo. Intanto Joe, che dopo il reset della memoria si pensava avesse ripreso il suo posto come cyborg 009, rivela dei dettagli scioccanti…",https://www.j-pop.it/5133-thickbox_default/009-recyborg-002.jpg,
jpop,,https://www.j-pop.it/goblin-slayer/5250-goblin-slayer-008.html,Goblin Slayer 008,Goblin Slayer,Goblin Slayer,Goblin Slayer,,8,goblinslayer008,8,5250,1,6.50,6.50,,Kumo Kagyu,Kousuke Kurose,0,,,,,,9788834902714,"Fantasy, Seinen, Horror, Action","Durante la notte della Festa del raccolto, un esercito di goblin si avvicina da ogni direzione alla città di frontiera. Il gruppo di Goblin Slayer si prepara a respingerlo con un piano spietato. Il capo dell'armata nemica, però, intende distruggere tutto evocando un antico mostro. Come farà Goblin Slayer a contrastarlo?",https://www.j-pop.it/5132-thickbox_default/goblin-slayer-008.jpg,
jpop,,https://www.j-pop.it/your-name-kimi-no-na-wa/5249-your-name-another-side-earthbound-001-il-manga.html,Your Name - Another Side: Earthbound 001 - il manga,Your Name - Another Side: Earthbound,Your Name - Another Side: Earthbound,Your Name - Another Side: Earthbound,,01 - il manga,yourname-anotherside:earthbound001-ilmanga,,5249,1,6.50,6.50,,"Makoto Shinkai, Arata Kanoh",Jyunya Nakamura,0,,,,,,9788834901342,"Shonen, Drama, Makoto Shinkai, your name.","Taki, studente di Tokyo, nei suoi sogni si scambia di corpo con Mitsuha, una liceale che vive in campagna. Il ragazzo si abitua gradualmente alla nuova vita, sempre più incuriosito dalla proprietaria del corpo. Ma Taki non è l'unico a sperimentare qualcosa di nuovo: cosa penseranno gli amici e i familiari della ragazza di fronte ai suoi comportamenti bizzarri?",https://www.j-pop.it/5131-thickbox_default/your-name-another-side-earthbound-001-il-manga.jpg,
jpop,,https://www.j-pop.it/black-night-parade/5248-black-night-parade-003.html,Black Night Parade 003,Black Night Parade,Black Night Parade,Black Night Parade,,3,blacknightparade003,3,5248,1,6.90,6.90,,Hikaru Nakamura,,0,,,,,,9788834902240,"Seinen, Dark","Ora che Miharu ha passato il test di qualificazione per diventare ""renna"", il suo entusiasmo è alle stelle! Ma il sospetto che suo padre possa essere stato un Babbo Natale in rosso e un nuovo incarico con Kaiser complicano tutto terribilmente! Tra sorprese e colpi di scena, nell'affascinante Polo Nord i misteri continuano...",https://www.j-pop.it/5130-thickbox_default/black-night-parade-003.jpg,
jpop,,https://www.j-pop.it/land-of-the-lustrous/5247-land-of-the-lustrous-001.html,Land of the Lustrous 001 - Jewel Box,Land of the Lustrous,Land of the Lustrous,Land of the Lustrous,,01 - Jewel Box,landofthelustrous001-jewelbox,,5247,1,7.50,7.50,,Haruko Ichikawa,,190,,,,,,9788834901618,"Fantasy, Seinen, Drama","Solo per la prima edizione riceverai il volume uno della serie nel preziosissimo [Jewel Box], che conterrà inoltre cinque meravigliose cartoline e una brillantissima variant Jacket. ",https://www.j-pop.it/5129-thickbox_default/land-of-the-lustrous-001.jpg,
jpop,,https://www.j-pop.it/dengeki-travellers/5246-dengeki-travellers-box-1-3.html,Dengeki Travellers BOX (1-3),Dengeki Travellers BOX (1-3),Dengeki Travellers BOX (1-3),Dengeki Travellers,,,dengekitravellersbox(1-3),,5246,1,17.70,17.70,,Hajime Segawa,Toshinori Okazaki,0,,,,,,9788834902042,"Action, Drama, sci-fi","Il liceale Kiriharu è dotato della capacità di immagazzinare nel suo corpo l’energia elettrica e di rilasciarla con effetti devastanti. Un giorno nella sua classe si trasferisce una ragazza enigmatica con la sua stessa abilità, legata a un’organizzazione segreta con mire poco chiare… ",https://www.j-pop.it/5127-thickbox_default/dengeki-travellers-box-1-3.jpg,BOX (1-3)
jpop,,https://www.j-pop.it/world-s-end-harem/5245-world-s-end-harem-006.html,World's End Harem 006,World's End Harem,World's End Harem,World's End Harem,,6,world'sendharem006,6,5245,1,6.50,6.50,,Link,Kotaro Shono,0,,,,,,9788834902899,"Seinen, Ecchi, sci-fi","Reito si introduce furtivamente nell'ospedale abbandonato in cui si erano perse le tracce delle ricercatrici che studiavano il virus MK. Intanto, nel liceo Keimon Ovest, sempre più ragazze si contendono Shota, che sembra stia cominciando a cambiare...",https://www.j-pop.it/5126-thickbox_default/world-s-end-harem-006.jpg,
jpop,,https://www.j-pop.it/overlord/5244-overlord-012.html,Overlord 012,Overlord,Overlord,Overlord,,12,overlord012,12,5244,1,4.40,4.40,,Kugane Maruyama,"Satoshi Osho, So-Bin, Hugin Miyama",0,,,,,,9788834901366,"Fantasy, Shonen, Action","La trama ordita da Demiourgos inizia a prendere forma: il demone si è presentato nel regno con il nome di ""Jaldabaoth"" e mette a ferro e fuoco tutto ciò che incontra. Per combatterlo, il Regno schiera la squadra più forte di avventurieri di classe adamantio: la Rosa Blu.",https://www.j-pop.it/5125-thickbox_default/overlord-012.jpg,
jpop,,https://www.j-pop.it/dengeki-travellers/5243-dengeki-travellers-001.html,Dengeki Travellers 001,Dengeki Travellers,Dengeki Travellers,Dengeki Travellers,,1,dengekitravellers001,1,5243,1,5.90,5.90,,Hajime Segawa,Toshinori Okazaki,0,,,,,,9788834902011,"Action, Drama, sci-fi","Il liceale Kiriharu è dotato della capacità di immagazzinare nel suo corpo l’energia elettrica e di rilasciarla con effetti devastanti. Un giorno nella sua classe si trasferisce una ragazza enigmatica con la sua stessa abilità, legata a un’organizzazione segreta con mire poco chiare… ",https://www.j-pop.it/5124-thickbox_default/dengeki-travellers-001.jpg,
jpop,,https://www.j-pop.it/rezero-starting-life-in-another-world/5242-rezero-truth-of-zero-010.html,Re:Zero - Truth of Zero 010,Re:Zero - Truth of Zero,Re:Zero - Truth of Zero,Re:Zero - Truth of Zero,,10,re:zero-truthofzero010,10,5242,1,5.90,5.90,,Tappei Nagatsuki,Daichi Matsuse,0,,,,,,9788834902509,"Fantasy, Azione, Shonen","Durante il combattimento, l'Arcivescovo dell'Accidia si impadronisce del corpo di Subaru e il ragazzo muore per mano di un compagno. Tornato in vita grazie al suo potere, si rimette subito in piedi ed escogita un nuovo piano che intende realizzare con il prezioso aiuto di Julius. La battaglia decisiva contro Petelgeuse sta per cominciare!",https://www.j-pop.it/5123-thickbox_default/rezero-truth-of-zero-010.jpg,
jpop,,https://www.j-pop.it/kakegurui/5241-kakegurui-012.html,Kakegurui 012,Kakegurui,Kakegurui,Kakegurui,,12,kakegurui012,12,5241,1,6.90,6.90,,Homura Kawamoto,Toru Naomura,0,,,,,,9788834901489,"Seinen, Thriller, Horror","I deboli cadono, i forti sopravvivono. Le sfide elettorali per la presidenza del comitato studentesco sono entrate nella fase finale e la compravendita di voti è iniziata. Kirari Momobami, la presidentessa uscente, organizza la ""sommatoria"", una gara in cui i candidati più influenti metteranno in palio i voti finora guadagnati...",https://www.j-pop.it/5122-thickbox_default/kakegurui-012.jpg,
